Date,BTCUSD,ETHUSD,XRPUSD,LTCUSD
2020-01-18 08-PM,"8894,76","174,91","0,2445","59,83"
2020-01-18 07-PM,"8887,72","174,66","0,2436","59,49"
2020-01-18 06-PM,"8865,47","173,6","0,2414","59,04"
2020-01-18 05-PM,"8887,1","174,77","0,2434","59,24"
2020-01-18 04-PM,"8874,96","173,51","0,2438","59,35"
2020-01-18 03-PM,"8887,18","174,88","0,246","59,15"
2020-01-18 02-PM,"8904,26","177,08","0,2409","61,14"
2020-01-18 01-PM,"8910,07","173,7","0,238","61,26"
2020-01-18 12-PM,"8896,27","170,74","0,2377","60,65"
2020-01-18 11-AM,"8867,65","168,02","0,2361","59,57"
2020-01-18 10-AM,"8875,73",169,"0,2359","59,91"
2020-01-18 09-AM,"8870,84","169,28","0,2366","59,8"
2020-01-18 08-AM,"8855,36","168,45","0,2352","59,74"
2020-01-18 07-AM,"8831,12","168,08","0,2343","59,35"
2020-01-18 06-AM,"8859,54","167,44","0,2348","59,74"
2020-01-18 05-AM,"8848,14","167,92","0,2338","59,36"
2020-01-18 04-AM,"8838,61","168,46","0,2345","59,72"
2020-01-18 03-AM,"8914,62","172,11","0,2383","61,25"
2020-01-18 02-AM,"8910,1","171,02","0,238","61,32"
2020-01-18 01-AM,"8933,17","172,14","0,239","61,41"
2020-01-18 12-AM,"8969,1","172,84","0,2406","61,98"
2020-01-17 11-PM,"8892,63","169,62","0,239","61,08"
2020-01-17 10-PM,"8929,73","171,44","0,2404","62,19"
2020-01-17 09-PM,"8904,24","170,6","0,2394","61,26"
2020-01-17 08-PM,"8867,9","169,66","0,2366","60,84"
2020-01-17 07-PM,"8869,17","169,28","0,2363","61,24"
2020-01-17 06-PM,"8901,21","172,15","0,2419","62,74"
2020-01-17 05-PM,"8871,61","170,11","0,2378","61,54"
2020-01-17 04-PM,"8861,43","169,61","0,2351","60,99"
2020-01-17 03-PM,"8834,58","168,21","0,2344","59,76"
2020-01-17 02-PM,"8769,85","166,11","0,2316","58,22"
2020-01-17 01-PM,"8840,67","168,45","0,2324","59,2"
2020-01-17 12-PM,"8799,89","168,49","0,2318","58,99"
2020-01-17 11-AM,"8884,93","169,77","0,2343","59,53"
2020-01-17 10-AM,"8912,18","170,42","0,235","59,53"
2020-01-17 09-AM,"8942,93","171,58","0,2356","60,04"
2020-01-17 08-AM,"8910,01","171,18","0,2344","59,6"
2020-01-17 07-AM,"8925,65","170,89","0,2345","60,05"
2020-01-17 06-AM,"8857,76","167,68","0,2325","58,81"
2020-01-17 05-AM,"8894,65","169,7","0,2349","60,28"
2020-01-17 04-AM,"8791,69","166,34","0,2331","58,69"
2020-01-17 03-AM,"8776,67","164,96","0,2318","58,26"
2020-01-17 02-AM,"8741,08","165,43","0,2303","58,38"
2020-01-17 01-AM,"8720,4","164,87","0,2287","57,67"
2020-01-17 12-AM,"8673,57","163,7","0,227","57,04"
2020-01-16 11-PM,"8710,15","164,09","0,2288","57,72"
2020-01-16 10-PM,8710,"163,96","0,2285","57,64"
2020-01-16 09-PM,"8678,59","163,91","0,2282","57,74"
2020-01-16 08-PM,"8726,91","165,25","0,23","57,89"
2020-01-16 07-PM,"8686,74","163,17","0,2286","57,6"
2020-01-16 06-PM,"8665,13","163,25","0,2289","57,69"
2020-01-16 05-PM,"8658,77","162,95","0,2278","57,8"
2020-01-16 04-PM,"8637,9","161,55","0,2255","56,16"
2020-01-16 03-PM,"8699,78","162,65","0,227","56,65"
2020-01-16 02-PM,"8668,04","161,45","0,227","56,39"
2020-01-16 01-PM,8682,"161,48","0,227","56,57"
2020-01-16 12-PM,"8707,55","162,58","0,2266",57
2020-01-16 11-AM,"8708,39","163,6","0,2268","56,28"
2020-01-16 10-AM,"8641,67","162,26","0,226","56,01"
2020-01-16 09-AM,"8631,04","160,71","0,2249","55,87"
2020-01-16 08-AM,8655,"160,89","0,2254","55,65"
2020-01-16 07-AM,"8662,39","160,69","0,225","55,76"
2020-01-16 06-AM,"8699,98","161,61","0,2267","56,41"
2020-01-16 05-AM,"8682,17","161,78","0,2264","56,52"
2020-01-16 04-AM,"8636,95","159,86","0,2256","55,83"
2020-01-16 03-AM,"8628,26","159,84","0,2246","55,54"
2020-01-16 02-AM,"8636,81","160,36","0,2235","55,48"
2020-01-16 01-AM,"8648,65","160,42","0,2245","55,51"
2020-01-16 12-AM,"8744,95","163,32","0,2304","57,09"
2020-01-15 11-PM,"8809,17","166,26","0,2331","58,01"
2020-01-15 10-PM,"8846,1","166,46","0,2364",59
2020-01-15 09-PM,"8819,55","165,22","0,2362","58,26"
2020-01-15 08-PM,"8803,78","165,91","0,2356","58,25"
2020-01-15 07-PM,"8748,09","164,37","0,2346","57,5"
2020-01-15 06-PM,"8734,45","163,61","0,2334","57,02"
2020-01-15 05-PM,"8786,22","164,55","0,2358","57,68"
2020-01-15 04-PM,"8766,53","164,1","0,2343","57,61"
2020-01-15 03-PM,"8741,4","162,3","0,2339","56,89"
2020-01-15 02-PM,"8841,69","165,63","0,2374","58,21"
2020-01-15 01-PM,"8877,31","168,09","0,2415","59,42"
2020-01-15 12-PM,"8749,44","165,17","0,2361","58,1"
2020-01-15 11-AM,"8724,25","164,15","0,2349","57,37"
2020-01-15 10-AM,"8783,39","167,33","0,2386","58,86"
2020-01-15 09-AM,"8743,55","165,21","0,2356","58,51"
2020-01-15 08-AM,"8618,17","161,58","0,2307","57,39"
2020-01-15 07-AM,"8611,93","161,08","0,2314","56,97"
2020-01-15 06-AM,"8659,82","162,72","0,2343","57,74"
2020-01-15 05-AM,"8604,93","160,62","0,2285","56,38"
2020-01-15 04-AM,"8585,45","160,15","0,2275","55,91"
2020-01-15 03-AM,"8718,74","162,61","0,2343","58,03"
2020-01-15 02-AM,"8801,28","166,97","0,237","59,39"
2020-01-15 01-AM,"8772,4",167,"0,2375","59,13"
2020-01-15 12-AM,"8776,66","169,13","0,2403","59,77"
2020-01-14 11-PM,"8813,04","165,93","0,2351","58,61"
2020-01-14 10-PM,"8738,5","164,09","0,235","58,56"
2020-01-14 09-PM,"8740,22","163,9","0,2341","57,5"
2020-01-14 08-PM,"8693,23","163,31","0,2344","57,55"
2020-01-14 07-PM,"8782,75","165,82","0,2378","58,03"
2020-01-14 06-PM,"8772,58","165,96","0,2365","58,49"
2020-01-14 05-PM,"8779,1",164,"0,239","58,42"
2020-01-14 04-PM,"8683,02","159,5","0,2385","56,52"
2020-01-14 03-PM,"8684,52","155,66","0,2251","56,76"
2020-01-14 02-PM,8700,"155,88","0,226","57,07"
2020-01-14 01-PM,"8589,09","153,97","0,2234","55,7"
2020-01-14 12-PM,"8489,85","150,98","0,2194","54,07"
2020-01-14 11-AM,"8524,15","151,39","0,2213","54,22"
2020-01-14 10-AM,8518,150,"0,2206","53,84"
2020-01-14 09-AM,"8489,2","149,78","0,22","53,62"
2020-01-14 08-AM,"8510,16","149,16","0,218","53,81"
2020-01-14 07-AM,"8501,35","149,04","0,2173","53,42"
2020-01-14 06-AM,8520,"148,85","0,2171","53,4"
2020-01-14 05-AM,"8482,47","148,26","0,2164","53,15"
2020-01-14 04-AM,"8525,86","149,02","0,2182","53,52"
2020-01-14 03-AM,"8466,43","149,09","0,2175","53,8"
2020-01-14 02-AM,"8429,7","147,09","0,217","53,07"
2020-01-14 01-AM,"8442,37","147,28","0,217","52,88"
2020-01-14 12-AM,"8273,16","145,26","0,2146","51,05"
2020-01-13 11-PM,"8105,01","143,51","0,2112","49,51"
2020-01-13 10-PM,"8120,08","143,89","0,2112","49,54"
2020-01-13 09-PM,"8135,46","144,09","0,2118","49,79"
2020-01-13 08-PM,"8154,12","144,25","0,2118","49,89"
2020-01-13 07-PM,"8105,17","143,55","0,2104","49,65"
2020-01-13 06-PM,"8100,68","143,02","0,2107","49,49"
2020-01-13 05-PM,"8090,59",143,"0,2106","49,34"
2020-01-13 04-PM,"8096,57","143,24","0,2109","49,4"
2020-01-13 03-PM,"8073,01","142,63","0,2102","49,32"
2020-01-13 02-PM,"8080,42","142,91","0,2104","49,27"
2020-01-13 01-PM,"8068,23","142,9","0,211","49,14"
2020-01-13 12-PM,"8083,85","142,95","0,2113","49,98"
2020-01-13 11-AM,"8072,83","142,73","0,2112","49,93"
2020-01-13 10-AM,"8113,99","143,8","0,2118","50,34"
2020-01-13 09-AM,"8102,67","142,79","0,2107","49,79"
2020-01-13 08-AM,8120,"143,37","0,2115","49,97"
2020-01-13 07-AM,"8068,88","142,73","0,2106","49,9"
2020-01-13 06-AM,8048,"142,14","0,2103","49,53"
2020-01-13 05-AM,"8082,16","143,14","0,2111","49,76"
2020-01-13 04-AM,"8109,54","143,74","0,2118","49,97"
2020-01-13 03-AM,"8095,79","143,51","0,2113","49,93"
2020-01-13 02-AM,"8104,2","142,6","0,2116",50
2020-01-13 01-AM,"8147,56","145,23","0,2136","50,82"
2020-01-13 12-AM,"8143,36","145,47","0,2131","50,62"
2020-01-12 11-PM,"8180,76","146,28","0,2149","51,33"
2020-01-12 10-PM,"8152,33","145,21","0,2138","50,93"
2020-01-12 09-PM,"8088,05","144,53","0,2122","50,1"
2020-01-12 08-PM,"8139,09","144,75","0,2128","50,2"
2020-01-12 07-PM,"8121,36","144,29","0,2128","50,21"
2020-01-12 06-PM,"8113,39","144,74","0,2125","50,14"
2020-01-12 05-PM,"8097,01","144,02","0,2128","50,69"
2020-01-12 04-PM,"8102,42","143,85","0,2126","50,11"
2020-01-12 03-PM,"8141,25","144,89","0,2149","50,71"
2020-01-12 02-PM,"8129,75","143,92","0,2141","50,53"
2020-01-12 01-PM,"8163,57","144,97","0,2156","50,72"
2020-01-12 12-PM,"8132,98","143,52","0,2133","50,15"
2020-01-12 11-AM,8105,"143,23","0,2124","50,16"
2020-01-12 10-AM,"8117,96","143,81","0,2132","50,46"
2020-01-12 09-AM,"8132,44","144,31","0,2142","50,4"
2020-01-12 08-AM,"8138,3","144,87","0,215","50,8"
2020-01-12 07-AM,"8094,34","144,58","0,2138","51,01"
2020-01-12 06-AM,"8074,74","144,22","0,2141","51,18"
2020-01-12 05-AM,"8096,09","144,01","0,2137","50,58"
2020-01-12 04-AM,"8067,34","143,76","0,2134","50,51"
2020-01-12 03-AM,"8082,83","143,88","0,2125","50,8"
2020-01-12 02-AM,"8086,72","144,01","0,2138",51
2020-01-12 01-AM,"8061,13","142,97","0,2126","50,29"
2020-01-12 12-AM,"8057,71","143,3","0,2125","49,99"
2020-01-11 11-PM,"8016,22","142,63","0,2113","49,34"
2020-01-11 10-PM,"8069,51","143,19","0,2134","50,11"
2020-01-11 09-PM,"8096,75","143,98","0,2135","50,46"
2020-01-11 08-PM,"8158,04","145,79","0,2173","50,85"
2020-01-11 07-PM,"8149,39","146,32","0,2188","51,25"
2020-01-11 06-PM,"8154,54","146,22","0,2177","51,27"
2020-01-11 05-PM,"8159,12","146,7","0,2159","51,11"
2020-01-11 04-PM,"8159,64","146,37","0,2168","51,44"
2020-01-11 03-PM,"8090,26","142,99","0,211","50,5"
2020-01-11 02-PM,"8044,43","142,84","0,2104",49
2020-01-11 01-PM,"8088,1","143,33","0,2114","49,57"
2020-01-11 12-PM,"8050,47","142,86","0,2096","48,38"
2020-01-11 11-AM,"8034,22","142,64","0,2088","48,1"
2020-01-11 10-AM,"8051,98","142,95","0,2096","48,46"
2020-01-11 09-AM,8111,144,"0,2122","49,36"
2020-01-11 08-AM,"8048,61","142,96","0,2106","49,07"
2020-01-11 07-AM,"8074,19","143,02","0,211","48,88"
2020-01-11 06-AM,"8118,84","142,78","0,2114","49,05"
2020-01-11 05-AM,"8088,53","142,87","0,2102","48,44"
2020-01-11 04-AM,"8119,55","143,34","0,211","48,7"
2020-01-11 03-AM,"8160,99","143,55","0,2122",49
2020-01-11 02-AM,"8209,42","143,84","0,2132","49,37"
2020-01-11 01-AM,"8205,4","144,09","0,2134","49,43"
2020-01-11 12-AM,"8167,29","143,82","0,2117","49,07"
2020-01-10 11-PM,8200,"144,73","0,2126","49,22"
2020-01-10 10-PM,"8092,54","142,78","0,2091","48,59"
2020-01-10 09-PM,"8041,04","142,77","0,2091","48,8"
2020-01-10 08-PM,"8072,22","143,37","0,2096","48,69"
2020-01-10 07-PM,"8064,4","143,59","0,2106","49,1"
2020-01-10 06-PM,"8026,86","142,68","0,2089","48,14"
2020-01-10 05-PM,"7963,34","141,94","0,2073","47,74"
2020-01-10 04-PM,"7957,21","140,9","0,2078","47,77"
2020-01-10 03-PM,"8062,01","142,47","0,2086","48,8"
2020-01-10 02-PM,"7975,33",140,"0,2085","46,84"
2020-01-10 01-PM,"7868,92","138,76","0,2062","45,93"
2020-01-10 12-PM,"7890,03","139,75","0,2067","45,99"
2020-01-10 11-AM,"7836,82","138,12","0,2047","45,27"
2020-01-10 10-AM,"7768,8","136,5","0,2025","44,47"
2020-01-10 09-AM,"7720,81","135,96","0,2015","44,27"
2020-01-10 08-AM,"7700,79","135,95","0,2007","44,15"
2020-01-10 07-AM,"7744,64","136,14","0,2013","44,39"
2020-01-10 06-AM,"7737,69","136,4","0,201","44,38"
2020-01-10 05-AM,"7738,82","135,6","0,2007","44,19"
2020-01-10 04-AM,7786,"136,22","0,2015","44,46"
2020-01-10 03-AM,"7805,38","136,5","0,2015","44,53"
2020-01-10 02-AM,"7792,36","136,47","0,2014","44,47"
2020-01-10 01-AM,"7794,71","136,71","0,2016","44,44"
2020-01-10 12-AM,"7812,47","137,28","0,2035","44,75"
2020-01-09 11-PM,"7806,78","137,92","0,2035","44,88"
2020-01-09 10-PM,"7803,33","137,46","0,2032","44,5"
2020-01-09 09-PM,"7784,96","137,15","0,2018","44,33"
2020-01-09 08-PM,"7818,14","137,83","0,2024","44,4"
2020-01-09 07-PM,"7915,71","137,44","0,2039","44,59"
2020-01-09 06-PM,"7806,41","135,95","0,2021","43,99"
2020-01-09 05-PM,"7795,54","135,95","0,2014","44,07"
2020-01-09 04-PM,7821,"136,05","0,2025","44,36"
2020-01-09 03-PM,"7901,78",138,"0,2044","45,08"
2020-01-09 02-PM,"7882,97","137,71","0,2034","44,95"
2020-01-09 01-PM,"7894,07","138,53","0,2042","45,17"
2020-01-09 12-PM,"7903,22","138,13","0,2042","45,18"
2020-01-09 11-AM,"7869,08","138,13","0,2032","44,93"
2020-01-09 10-AM,"7888,16","138,46","0,2045","45,14"
2020-01-09 09-AM,"7870,73","138,33","0,2041",45
2020-01-09 08-AM,"7933,91","139,16","0,2053","45,24"
2020-01-09 07-AM,"7946,11","139,87","0,2059","45,34"
2020-01-09 06-AM,"7915,14","139,55","0,2057","45,31"
2020-01-09 05-AM,"7937,55","139,2","0,2063","45,28"
2020-01-09 04-AM,7970,"139,93","0,2067","45,25"
2020-01-09 03-AM,"7947,58","139,95","0,2064","45,2"
2020-01-09 02-AM,"7977,83","140,33","0,2077","45,33"
2020-01-09 01-AM,"7994,19","140,47","0,2076","45,51"
2020-01-09 12-AM,"7953,46","140,35","0,2067","45,12"
2020-01-08 11-PM,"8044,44","140,48","0,2074","45,32"
2020-01-08 10-PM,8065,"140,24","0,2074","45,52"
2020-01-08 09-PM,"8005,8",139,"0,2058","44,94"
2020-01-08 08-PM,"8037,99","139,27","0,2051","44,83"
2020-01-08 07-PM,"7961,96","138,29","0,2052","44,53"
2020-01-08 06-PM,"8051,1","139,38","0,206","45,02"
2020-01-08 05-PM,"8075,94","138,91","0,2066","45,2"
2020-01-08 04-PM,"8120,71","138,78","0,2066","44,95"
2020-01-08 03-PM,"8305,89","141,34","0,2124","46,74"
2020-01-08 02-PM,"8312,87","142,06","0,2123","46,98"
2020-01-08 01-PM,"8382,39","143,1","0,2142","47,63"
2020-01-08 12-PM,"8283,56","142,3","0,2133","47,55"
2020-01-08 11-AM,"8334,25","143,65","0,2121","47,7"
2020-01-08 10-AM,"8338,64","143,86","0,2123","47,8"
2020-01-08 09-AM,"8295,97","143,37","0,2115","47,53"
2020-01-08 08-AM,"8311,7","143,78","0,2121","47,65"
2020-01-08 07-AM,"8303,2","143,62","0,212","47,6"
2020-01-08 06-AM,"8338,34","145,11","0,2139","47,82"
2020-01-08 05-AM,"8333,56","144,77","0,2143","47,9"
2020-01-08 04-AM,"8343,23","145,36","0,213","47,99"
2020-01-08 03-AM,"8306,47","144,54","0,2121","47,67"
2020-01-08 02-AM,"8285,17","144,67","0,2131","47,56"
2020-01-08 01-AM,"8374,89","145,88","0,2148","47,82"
2020-01-08 12-AM,"8455,92","147,75","0,2174","48,49"
2020-01-07 11-PM,"8159,01",143,"0,2139","46,39"
2020-01-07 10-PM,"8048,53","142,29","0,2127","46,18"
2020-01-07 09-PM,"8024,61","142,62","0,2134","46,11"
2020-01-07 08-PM,"8169,96","144,78","0,2161","46,68"
2020-01-07 07-PM,"8082,31","143,36","0,2148","46,4"
2020-01-07 06-PM,8050,"142,41","0,2133","46,24"
2020-01-07 05-PM,"7938,59","142,7","0,2116","46,2"
2020-01-07 04-PM,"7912,24","141,45","0,21","45,61"
2020-01-07 03-PM,"7767,48","139,62","0,2081","44,91"
2020-01-07 02-PM,"7845,56","140,9","0,2098","44,98"
2020-01-07 01-PM,"7852,16","141,25","0,2103","44,91"
2020-01-07 12-PM,"7864,5","141,18","0,2108","45,03"
2020-01-07 11-AM,"7889,38","142,61","0,215","45,5"
2020-01-07 10-AM,7886,"142,87","0,216","45,45"
2020-01-07 09-AM,"7857,86","142,69","0,2147","45,17"
2020-01-07 08-AM,"7880,7","143,17","0,2167","45,41"
2020-01-07 07-AM,"7882,82","142,79","0,2177","45,49"
2020-01-07 06-AM,"7871,85","142,93","0,216","45,12"
2020-01-07 05-AM,"7875,78","143,21","0,2163","45,27"
2020-01-07 04-AM,"7851,73","142,37","0,2143","44,97"
2020-01-07 03-AM,"7898,13","143,8","0,2197","45,25"
2020-01-07 02-AM,"7900,57","143,94","0,2194","45,35"
2020-01-07 01-AM,"7918,82","143,85","0,2211","45,55"
2020-01-07 12-AM,"7889,72","143,65","0,2199","45,45"
2020-01-06 11-PM,"7762,74","144,37","0,2234","45,82"
2020-01-06 10-PM,"7717,42","143,29","0,2183","45,66"
2020-01-06 09-PM,"7572,95","141,75","0,2179","45,16"
2020-01-06 08-PM,"7545,26","142,1","0,2229","45,2"
2020-01-06 07-PM,"7531,57","141,36","0,2195","44,9"
2020-01-06 06-PM,"7525,46","140,91","0,218","44,87"
2020-01-06 05-PM,"7547,43","141,68","0,2189","45,16"
2020-01-06 04-PM,"7522,19","140,49","0,2181","44,51"
2020-01-06 03-PM,"7512,94","140,16","0,2126","44,11"
2020-01-06 02-PM,"7546,24","140,96","0,2126","44,67"
2020-01-06 01-PM,"7528,73","140,17","0,2111","44,26"
2020-01-06 12-PM,"7551,07","142,17","0,2142","44,95"
2020-01-06 11-AM,"7532,06","141,63","0,2105","44,74"
2020-01-06 10-AM,"7557,27","141,99","0,2114",45
2020-01-06 09-AM,"7549,88","140,58","0,2078","44,93"
2020-01-06 08-AM,7547,"140,4","0,2014","45,14"
2020-01-06 07-AM,"7505,84","138,95","0,1962","44,39"
2020-01-06 06-AM,7510,"138,83","0,1964","44,39"
2020-01-06 05-AM,"7520,71",139,"0,1968","44,3"
2020-01-06 04-AM,"7522,23","139,37","0,1968","44,41"
2020-01-06 03-AM,"7544,54","139,25","0,197","44,35"
2020-01-06 02-AM,"7542,33","139,03","0,1964","44,32"
2020-01-06 01-AM,"7417,9","137,17","0,1958","44,01"
2020-01-06 12-AM,"7372,5","135,62","0,1947","43,16"
2020-01-05 11-PM,"7356,7","134,94","0,1945","43,25"
2020-01-05 10-PM,"7342,13","134,64","0,1943","43,16"
2020-01-05 09-PM,"7361,76","135,36","0,1945","43,13"
2020-01-05 08-PM,"7426,76","137,75","0,196","44,01"
2020-01-05 07-PM,"7436,77","137,74","0,196","43,97"
2020-01-05 06-PM,"7430,83","137,49","0,1963","44,05"
2020-01-05 05-PM,"7459,91","137,69","0,1972","44,05"
2020-01-05 04-PM,"7455,65","136,98","0,1961","44,02"
2020-01-05 03-PM,"7463,98","137,08","0,1961","43,97"
2020-01-05 02-PM,"7429,33","135,53","0,1945","43,18"
2020-01-05 01-PM,"7429,25","135,69","0,194",43
2020-01-05 12-PM,7462,"135,83","0,1948","43,22"
2020-01-05 11-AM,"7420,5","134,96","0,1944","43,07"
2020-01-05 10-AM,"7418,35","134,84","0,1933","42,61"
2020-01-05 09-AM,"7429,41","135,14","0,1939","42,69"
2020-01-05 08-AM,"7429,99","134,86","0,1937","43,05"
2020-01-05 07-AM,"7462,03",136,"0,1947","43,16"
2020-01-05 06-AM,"7459,82","136,03","0,1949","42,87"
2020-01-05 05-AM,"7459,56","136,19","0,195","43,05"
2020-01-05 04-AM,"7452,73","135,63","0,1948","43,05"
2020-01-05 03-AM,"7474,52","136,3","0,1946","43,11"
2020-01-05 02-AM,"7444,49","135,4","0,1941","42,95"
2020-01-05 01-AM,"7448,1","135,69","0,1948","43,1"
2020-01-05 12-AM,"7363,52","134,83","0,1939","42,93"
2020-01-04 11-PM,"7344,48","133,85","0,1926","42,79"
2020-01-04 10-PM,"7348,54","133,75","0,192","42,59"
2020-01-04 09-PM,"7339,5","133,73","0,1922","42,59"
2020-01-04 08-PM,"7325,61","133,7","0,1921","42,64"
2020-01-04 07-PM,"7314,67","133,73","0,1923","42,54"
2020-01-04 06-PM,"7291,27","133,21","0,1909","42,13"
2020-01-04 05-PM,"7344,71","134,17","0,1922","42,4"
2020-01-04 04-PM,"7292,86","132,82","0,1916","42,25"
2020-01-04 03-PM,"7305,59","133,16","0,192","42,24"
2020-01-04 02-PM,"7303,1","132,77","0,1919","42,13"
2020-01-04 01-PM,"7284,47","132,69","0,1918","41,96"
2020-01-04 12-PM,"7299,3","132,58","0,1917","41,94"
2020-01-04 11-AM,"7320,14","133,53","0,1929","42,49"
2020-01-04 10-AM,"7306,16","133,16","0,1921","42,53"
2020-01-04 09-AM,7355,"133,51","0,1925","42,68"
2020-01-04 08-AM,"7344,72","133,3","0,1926","42,44"
2020-01-04 07-AM,"7337,77","133,86","0,1924","42,44"
2020-01-04 06-AM,"7346,94","133,8","0,193","42,09"
2020-01-04 05-AM,"7332,8","133,4","0,1922","42,04"
2020-01-04 04-AM,"7325,04","133,72","0,1922","42,12"
2020-01-04 03-AM,"7331,84","133,19","0,1924","42,22"
2020-01-04 02-AM,7317,"133,13","0,1921","42,12"
2020-01-04 01-AM,"7303,17","132,9","0,192","41,87"
2020-01-04 12-AM,"7306,91","133,55","0,1925","42,13"
2020-01-03 11-PM,"7338,91","133,89","0,1931","42,15"
2020-01-03 10-PM,"7291,97","133,03","0,192","41,71"
2020-01-03 09-PM,"7261,53","132,15","0,1915","41,47"
2020-01-03 08-PM,"7311,29","133,43","0,1921","41,68"
2020-01-03 07-PM,"7329,95","133,2","0,1924","41,67"
2020-01-03 06-PM,"7339,97","133,43","0,1924","41,83"
2020-01-03 05-PM,"7355,87","134,14","0,1931","41,86"
2020-01-03 04-PM,"7389,02","133,37","0,1933","42,06"
2020-01-03 03-PM,"7312,54","132,39","0,1917","41,66"
2020-01-03 02-PM,"7243,02","131,61","0,191","41,49"
2020-01-03 01-PM,"7344,03","133,45","0,1931","41,99"
2020-01-03 12-PM,"7311,57","132,12","0,1924","41,64"
2020-01-03 11-AM,"7333,22","132,28","0,1923","41,8"
2020-01-03 10-AM,"7302,19","131,84","0,192","41,55"
2020-01-03 09-AM,"7333,15","132,2","0,193","41,87"
2020-01-03 08-AM,"7246,26","132,04","0,1917","41,4"
2020-01-03 07-AM,"7192,68","128,64","0,1891","40,35"
2020-01-03 06-AM,"7188,08","128,96","0,1902","40,37"
2020-01-03 05-AM,"7202,63","128,98","0,1907","40,37"
2020-01-03 04-AM,"7196,87","129,07","0,1901","40,38"
2020-01-03 03-AM,"6933,4","126,38","0,1857","39,25"
2020-01-03 02-AM,"6939,8","126,53","0,1859","39,31"
2020-01-03 01-AM,"6871,93","125,64","0,1842","38,83"
2020-01-03 12-AM,"6924,61","126,63","0,1856","39,13"
2020-01-02 11-PM,"6950,56","126,76","0,187","39,28"
2020-01-02 10-PM,"6952,54","126,96","0,1877","39,48"
2020-01-02 09-PM,"6955,81","127,52","0,187","39,57"
2020-01-02 08-PM,"6926,12","126,86","0,1866","39,28"
2020-01-02 07-PM,"6966,77","127,2","0,1874","39,53"
2020-01-02 06-PM,"6953,17","127,23","0,1875","39,51"
2020-01-02 05-PM,"6944,6","126,99","0,1875","39,48"
2020-01-02 04-PM,"7024,58","127,25","0,1877","40,3"
2020-01-02 03-PM,"7112,22","129,36","0,1902","40,96"
2020-01-02 02-PM,"7120,49","129,13","0,1904","41,04"
2020-01-02 01-PM,"7112,48","129,07","0,1902","41,08"
2020-01-02 12-PM,7135,"129,67","0,1906","41,19"
2020-01-02 11-AM,"7117,73","129,27","0,1908","41,23"
2020-01-02 10-AM,"7135,62","129,3","0,1913","41,24"
2020-01-02 09-AM,"7136,95","129,43","0,1912","41,22"
2020-01-02 08-AM,"7127,58","129,57","0,191","41,18"
2020-01-02 07-AM,"7075,6","128,87","0,1903","41,04"
2020-01-02 06-AM,"7099,52","129,3","0,1903","41,06"
2020-01-02 05-AM,"7111,71","128,79","0,1902","41,23"
2020-01-02 04-AM,"7113,65","129,13","0,1901","41,22"
2020-01-02 03-AM,"7103,23","128,5","0,1904","41,1"
2020-01-02 02-AM,"7142,87","129,22","0,1914","41,16"
2020-01-02 01-AM,"7163,27","129,86","0,1915","41,37"
2020-01-02 12-AM,"7184,86","130,11","0,1923","41,61"
2020-01-01 11-PM,"7178,68","130,27","0,1925","41,39"
2020-01-01 10-PM,"7170,44","129,97","0,1924","41,46"
2020-01-01 09-PM,"7212,54","131,37","0,1936","41,62"
2020-01-01 08-PM,"7212,81","131,74","0,1935","41,6"
2020-01-01 07-PM,"7212,38","131,39","0,1936","41,59"
2020-01-01 06-PM,"7225,58","131,72","0,1941","41,69"
2020-01-01 05-PM,"7216,06","132,17","0,1941","41,82"
2020-01-01 04-PM,"7224,31","132,51","0,1942","41,97"
2020-01-01 03-PM,"7212,5","131,75","0,1936","41,91"
2020-01-01 02-PM,"7195,79","131,65","0,1936","41,91"
2020-01-01 01-PM,"7202,36","131,27","0,1937","41,91"
2020-01-01 12-PM,"7200,93","131,04","0,1938","41,63"
2020-01-01 11-AM,"7180,94","130,38","0,1929","41,74"
2020-01-01 10-AM,"7179,84","130,48","0,1934","41,72"
2020-01-01 09-AM,"7164,28","129,76","0,1934","41,62"
2020-01-01 08-AM,"7175,7","129,88","0,1937","41,37"
2020-01-01 07-AM,"7187,29","129,92","0,194","41,42"
2020-01-01 06-AM,"7204,71","130,06","0,1944","41,35"
2020-01-01 05-AM,"7194,51","129,87","0,1938","41,67"
2020-01-01 04-AM,"7188,62","129,55","0,1928","41,55"
2020-01-01 03-AM,7198,"129,8","0,1932","41,45"
2020-01-01 02-AM,"7221,34","130,47","0,1934","41,65"
2020-01-01 01-AM,"7197,17","130,07","0,193","41,41"
2020-01-01 12-AM,7150,"128,4","0,192","41,02"
